iter	Logloss
119	0.1263034627
120	0.1256479099
121	0.1251916657
122	0.1246064256
123	0.1241981632
124	0.1235689204
125	0.1229083455
126	0.1224879513
127	0.1222520656
128	0.1218129548
129	0.1214973749
130	0.1207764214
131	0.1204200989
132	0.1198152151
133	0.1192197631
134	0.1184709103
135	0.1178952445
136	0.1172232102
137	0.1168541309
138	0.116237873
139	0.1160073299
140	0.1157780025
141	0.1153548676
142	0.1150420196
143	0.114051271
144	0.1137434926
145	0.1133967063
146	0.1124787429
147	0.1118959509
148	0.1116114475
149	0.1110627432
150	0.1104978686
151	0.1098850064
152	0.1095720965
153	0.109225974
154	0.108953016
155	0.1083167474
156	0.1073628595
157	0.1070254683
158	0.1067223879
159	0.1066323073
160	0.1060800647
161	0.1058086077
162	0.1052007692
163	0.1043904042
164	0.1037865096
165	0.1036384207
166	0.1032164413
167	0.1028917072
168	0.1021604166
169	0.101918066
170	0.1011380385
171	0.1005062611
172	0.1001513651
173	0.0996152887
174	0.0990835652
175	0.09835236736
176	0.09708199804
177	0.0965116859
178	0.09624779806
179	0.09587952908
180	0.09525755901
181	0.09500925934
182	0.09481051603
183	0.09459493109
184	0.09418420141
185	0.09337427621
186	0.0931185165
187	0.09291670236
188	0.09231756209
189	0.09166428145
190	0.09088330902
191	0.09013727301
192	0.08993362183
193	0.08914228651
194	0.08863760385
195	0.08792293742
196	0.08741273211
197	0.0868438416
198	0.08627437743
199	0.0855943206
200	0.08516006067
201	0.08469074952
202	0.08398689556
203	0.08380034294
204	0.08362491647
205	0.08346825092
206	0.08318416885
207	0.08300853323
208	0.08280814501
209	0.08257822527
210	0.0824323563
211	0.08230907316
212	0.08200713523
213	0.08188184967
214	0.08163705822
215	0.08139254412
216	0.08106900164
217	0.08091599893
218	0.08054001158
219	0.0802905841
220	0.0799164717
221	0.07973917719
222	0.07949479118
223	0.07933200753
224	0.0789825288
225	0.0788629428
226	0.07867122904
227	0.07849148772
228	0.07830247046
229	0.0781364263
230	0.07778355257
231	0.07763319035
232	0.07729273182
233	0.07718744788
234	0.0770639156
235	0.0769440141
236	0.07684384101
237	0.07628798992
238	0.07570330644
239	0.07499326275
240	0.07455889478
241	0.0742663857
242	0.07396157703
243	0.07384514775
244	0.07370150046
245	0.07349715051
246	0.07336104963
247	0.07305613788
248	0.07278122308
249	0.07248727894
250	0.07237242488
251	0.0720490694
252	0.07175416412
253	0.07127745427
254	0.07077910093
255	0.07009809225
256	0.06968459318
257	0.06913338189
258	0.06898932732
259	0.06855646385
260	0.06840577274
261	0.06809510602
262	0.06800522481
263	0.06793783181
264	0.06753420287
265	0.06734873399
266	0.06703976667
267	0.06691921614
268	0.06685329934
269	0.06674274321
270	0.06650263611
271	0.06630246153
272	0.06618759548
273	0.06595010962
274	0.06577141083
275	0.06525900607
276	0.06481376056
277	0.06454412242
278	0.06411290335
279	0.0634849033
280	0.06317361819
281	0.062847394
282	0.06267129873
283	0.06240281388
284	0.06204099445
285	0.06174928757
286	0.06163140466
287	0.06140813387
288	0.06131163122
289	0.06122480113
290	0.06102581339
291	0.06043587062
292	0.06014226371
293	0.05984350417
294	0.05969018443
295	0.05957097558
296	0.05937464264
297	0.05916160266
298	0.05891532585
299	0.05873647401
300	0.0585600696
301	0.05842287311
302	0.05830040433
303	0.05809470021
304	0.05794092583
305	0.05776416835
306	0.0574123367
307	0.05690573773
308	0.05654361078
309	0.05618117373
310	0.05591314546
311	0.05554736001
312	0.05532865214
313	0.05500502368
314	0.05487890901
315	0.05460266486
316	0.05435334111
317	0.05426461146
318	0.05403650886
319	0.05383298514
320	0.0536578911
321	0.05340085158
322	0.05320388285
323	0.05299711694
324	0.05283132599
325	0.05248160611
326	0.05237009206
327	0.05218244341
328	0.05200775603
329	0.05187891436
330	0.05182209622
331	0.051507615
332	0.0513420324
333	0.05110389895
334	0.05073265435
335	0.0505560801
336	0.05037713254
337	0.0501236464
338	0.04990959897
339	0.04980998887
340	0.04954335272
341	0.04939632812
342	0.04932575099
343	0.04920563013
344	0.04905239074
345	0.04896839385
346	0.04889813066
347	0.04883521531
348	0.04861003486
349	0.04842769709
350	0.04837022172
351	0.04825850805
352	0.04818632498
353	0.04804711944
354	0.04778704658
355	0.04771248344
356	0.04761881566
357	0.04738461252
358	0.04726213367
359	0.04718735716
360	0.04712483217
361	0.04702158604
362	0.04686361579
363	0.04668357823
364	0.04658276139
365	0.04644364036
366	0.04639918678
367	0.04635998014
368	0.0463062352
369	0.04607981985
370	0.04602261242
371	0.04598802652
372	0.04591870495
373	0.04579227417
374	0.04566702022
375	0.04558123506
376	0.04550214335
377	0.04541914204
378	0.0453072053
379	0.04521434947
380	0.04509545169
381	0.0450480724
382	0.04499522395
383	0.04483615976
384	0.04465246687
385	0.04456301898
386	0.04449920456
387	0.04443213912
388	0.04428354901
389	0.04412111086
390	0.04399872314
391	0.04382701091
392	0.04370275732
393	0.04352568815
394	0.04333837169
395	0.04312890418
396	0.04309389194
397	0.04280244637
398	0.04276300329
399	0.04254061205
400	0.0424039019
401	0.04232708299
402	0.04228904258
403	0.04218838253
404	0.04211905431
405	0.04206817114
406	0.04200991033
407	0.0418961018
408	0.04177114849
409	0.04171489066
410	0.04158838886
411	0.04145630018
412	0.0413712916
413	0.04121184352
414	0.04113589882
415	0.04095194343
416	0.04088027283
417	0.04073701704
418	0.04060552248
419	0.04054769619
420	0.04040938991
421	0.04025832696
422	0.04016957146
423	0.04005666418
424	0.040001039
425	0.0399294014
426	0.03984230281
427	0.03978153608
428	0.03972676668
429	0.03964096126
430	0.0395369175
431	0.03942276224
432	0.03926263776
433	0.03909158588
434	0.03890514561
435	0.03871755624
436	0.0385592442
437	0.03838942447
438	0.03825917696
439	0.03819781105
440	0.0380717339
441	0.03803777304
442	0.0379792339
443	0.03788008557
444	0.03780592342
445	0.03764739137
446	0.03753488778
447	0.03735800772
448	0.03726828086
449	0.03713502268
450	0.03701906682
451	0.03697921463
452	0.03684405082
453	0.03669323412
454	0.03659713201
455	0.03656653423
456	0.03649723309
457	0.03633186309
458	0.03626168002
459	0.03619824482
460	0.03609812036
461	0.03600085376
462	0.03589947747
463	0.03585577667
464	0.03578814213
465	0.03571933429
466	0.03566244851
467	0.03548409817
468	0.03535621034
469	0.03525075294
470	0.03516207336
471	0.03501957685
472	0.03493304006
473	0.03482032352
474	0.03471668774
475	0.03465044594
476	0.03458627876
477	0.03449861781
478	0.03440298026
479	0.03424398794
480	0.0341812656
481	0.0340541457
482	0.03395862474
483	0.0339044166
484	0.03383655124
485	0.03377754796
486	0.03374110925
487	0.03369762986
488	0.03357276115
489	0.03353752744
490	0.03347556994
491	0.03338319138
492	0.03317766337
493	0.03313989143
494	0.03310798911
495	0.03289833923
496	0.0327163172
497	0.03267662607
498	0.03257615283
499	0.03242641042
500	0.03238722024
501	0.03232686429
502	0.03220788792
503	0.03214630284
504	0.03195671925
505	0.03189222492
506	0.03173686183
507	0.03168204
508	0.03154631707
509	0.03150990121
510	0.03143594678
511	0.0314030487
512	0.03117938675
513	0.03114343993
514	0.03104648769
515	0.03093230902
516	0.03084703992
517	0.03079996153
518	0.03074576829
519	0.03069932453
520	0.03067144372
521	0.03062472061
522	0.03057849188
523	0.03050896888
524	0.03044811373
525	0.03039995179
526	0.03033589705
527	0.03022749992
528	0.0301898894
529	0.03009487466
530	0.02998553765
531	0.02992997042
532	0.02990028412
533	0.02981765675
534	0.02974087601
535	0.02968968086
536	0.02965594868
537	0.02953984828
538	0.02942045614
539	0.0293906806
540	0.02933360891
541	0.02925669847
542	0.02921983955
543	0.02919206996
544	0.02915414308
545	0.02910359024
546	0.0290531961
547	0.02902110307
548	0.0289333138
549	0.02890303866
550	0.02886766899
551	0.02883864718
552	0.02878586286
553	0.0287200471
554	0.02869088768
555	0.02865143028
556	0.02860881928
557	0.02857667276
558	0.0285586749
559	0.02851308062
560	0.02848678464
561	0.02843464659
562	0.02839068629
563	0.0283312358
564	0.02824100134
565	0.02809236463
566	0.02800359988
567	0.02792513568
568	0.02783271974
569	0.02779811343
570	0.02767517286
571	0.02756310832
572	0.02748970685
573	0.02743969623
574	0.02738751435
575	0.0273592949
576	0.02729912638
577	0.02721848246
578	0.02709393893
579	0.02703388382
580	0.0269895118
581	0.02691588599
582	0.02682996382
583	0.02679382701
584	0.02674687471
585	0.0267030651
586	0.02661880104
587	0.02659176433
588	0.02656337103
589	0.0265079532
590	0.02644689471
591	0.02640253208
592	0.02635166297
593	0.02632622085
594	0.02623940163
595	0.02621909406
596	0.02619315098
597	0.02617506277
598	0.02615375089
599	0.0260906968
600	0.02602643456
601	0.02591270337
602	0.02583015474
603	0.02577366341
604	0.02568309317
605	0.02564638949
606	0.02558233306
607	0.02556587965
608	0.02551688932
609	0.02541830293
610	0.02535219786
611	0.02526806383
612	0.02521813716
613	0.02507381439
614	0.02502397874
615	0.02497303331
616	0.02493076491
617	0.02482749053
618	0.02474667715
619	0.02470200922
620	0.02466178194
621	0.02460476264
622	0.0245370695
623	0.02447740778
624	0.02444999453
625	0.02440203731
626	0.02437690958
627	0.02435814137
628	0.02431564301
629	0.02425399749
630	0.02422778457
631	0.02419291478
632	0.0241649232
633	0.02408668308
634	0.02406166865
635	0.02401474899
636	0.02397767626
637	0.02393877017
638	0.02388170747
639	0.02386296462
640	0.02383225572
641	0.0237930855
642	0.02376319224
643	0.02374869246
644	0.02370738834
645	0.02369623445
646	0.02367152663
647	0.02362066671
648	0.02357761571
649	0.02352988621
650	0.02348544646
651	0.02345230894
652	0.02341039426
653	0.02337969486
654	0.02333797361
655	0.0232665138
656	0.02322872918
657	0.02315675919
658	0.02309429424
659	0.02301753591
660	0.02295238616
661	0.02288783674
662	0.02286798095
663	0.02283394308
664	0.02280018907
665	0.022762765
666	0.0226778665
667	0.02264354991
668	0.02258256111
669	0.02251926754
670	0.02249081962
671	0.02242931255
672	0.02235493039
673	0.02231277134
674	0.02227105559
675	0.02224195468
676	0.02218412774
677	0.02215348352
